season,episode,code,title,violence,sex,language,overall,age,verdict,example_1,example_2,example_3
5,10,0510,The One With The Inappropriate Sister,2,2,3,3,10,Preview first — about 10+,"Porn / strippers / sex work — Estelle: “Well, you’re just going to say no again but...gay porn.”","Violence & injury — Joey: “Uh yeah, right here. (He punches his fist through the wall next to the door.)”","Swearing — Phoebe: “Fine. (She hands her bell to Ginger and starts to take down her signs.) (The same old lady walks by again.) All right, I'll give you one pointer. Look out for that bitch. (The old lady.)”"
5,11,0511,The One With All The Resolutions,1,1,2,2,10,Mild — okay from about 10+,"Nudity & bodies — Monica: “Well if Ted Kopel talked about his coworkers botched boob jobs, I would.”",Alcohol & drugs — He exhales in sheer ecstasy as the coolness of the bathroom envelops his legs.,
5,12,0512,The One With Chandler's Work Laugh,1,3,2,3,10,Preview first — about 10+,Chandler's dad Bob/Helena — drag & Las Vegas showgirl parent; queer/adult nightlife jokes.,,
5,13,0513,The One With Joey's Bag,1,3,2,3,10,Preview first — about 10+,Sex & hookups — Joey: “Maybe you need sex. I had sex a couple days ago.”,"Nudity & bodies — Rachel: “Okay now Joey, y'know that since you're returning all of this stuff right after the audition you're gonna have to wear underwear?”",
5,14,0514,The One Where Everyone Finds Out,1,4,3,4,13,Skip for under 13,Rachel writes a steamy letter to Ross; sexual fantasy content read aloud.,,
5,15,0515,The One With The Girl Who Hits Joey,3,1,2,3,10,Preview first — about 10+,"Affairs / cheating — Ross: “This is fun. Hey Rach, remember that whole ""We were on a break thing?"" Well, I'm sorry, will you marry me? (Laughs--whines as he sees that no one is laughing. They're just staring at him in shock.)”","Violence & injury — Joey: “Hey Ross, will you pass me that knife?”","Alcohol & drugs — “but when I first meet you y'know Kurt, I thought, y'know abrasive drunk, umm Lola, mind”"
5,16,0516,The One With A Cop,1,3,2,3,10,Preview first — about 10+,Rachel and Ralph Lauren guy; dating comedy.,,
5,17,0517,The One With Rachel's Inadvertant Kiss,2,4,2,4,13,Skip for under 13,Sex & hookups — Joey: “Did you tell the guy you wanted to have sex with his wife and then fall right out of your chair?”,"Nudity & bodies — Joey: “Boy, that guy's underwear sucks!”","Violence & injury — Chandler: “(To Gary) So what do you say, maybe sometime I hold your gun?”"
5,18,0518,The One Where Rachel Smokes,1,3,2,3,10,Preview first — about 10+,Rachel and Joey's kiss setup begins (later payoff).,,
5,19,0519,The One Where Ross Can't Flirt,3,2,2,3,10,Preview first — about 10+,"Sex & hookups — Chandler: “Okay, I've already taught you so much already, but whatever. See when you flirt with a guy you think, ""I'm just flirting, no big deal."" But the guy is thinking, ""Finally! Somebody who wants to sleep with me!""”",Violence & injury — Joey has made a little home movie that's his big scene. He braces himself against the door to his apartment and while holding a plastic gun and wearing the same sweater says…,Alcohol & drugs — Ross: “Meth-methane smells…”
5,20,0520,The One With The Ride Along,1,3,2,3,10,Preview first — about 10+,Joey and Katie Holmes character — dating a younger actress jokes.,,
5,21,0521,The One With The Ball,1,3,2,3,10,Preview first — about 10+,Andie MacDowell arc; Ross's rebound dating.,,
5,22,0522,The One With Joey's Big Break,2,3,2,3,10,Preview first — about 10+,Sex & hookups — Phoebe: “Who would you rather sleep with Monica or Rachel?”,Porn / strippers / sex work — Chandler: “That's a good idea. I wonder where I could (Pause) get a basket of porn…”,"Violence & injury — Rachel: “Oh, did you beat him at a board game? He turns into such a baby when he starts to lose.”"
5,23,0523,The One In Vegas,1,4,3,4,13,Skip for under 13,Las Vegas: Ross and Rachel drunkenly marry.,Strip-club / casino adult party atmosphere.,
6,01,0601,The One After Vegas,1,4,2,4,13,Skip for under 13,Ross and Rachel wake up married in Vegas — sex/alcohol implication.,,
6,02,0602,The One Where Ross Hugs Rachel,2,2,2,2,10,Mild — okay from about 10+,"Sex & hookups — Joey: “So, Ross and Rachel got married, Monica and Chandler almost got married, do you think you and I should hook up?”","Violence & injury — Ross: “(interrupting) No! No, I won’t! I’ll be at the bottom of the dating barrel now. The only guys below me will be Four Divorce Guy uh, Murderer Guy, and-and, Geologists.”","Alcohol & drugs — Ross: “We were drunk! I would’ve married uh, Joey with that amount of alcohol!”"
6,03,0603,The One With Ross’s Denial,1,2,1,2,10,Mild — okay from about 10+,"Nudity & bodies — Joey: “Yeah, why don’t you move in with me? It’ll be great! We could stay up late, watch movies, and you know about Naked Thursday’s right?”",,
6,04,0604,The One Where Joey Loses His Insurance,2,2,3,3,10,Preview first — about 10+,"Sex & hookups — Ross: “I knew all I had to do was let the material speak for itself. Everyone’s all, ""Ross you have to be funny and sexy."" Well, I proved them wrong! And now, I’m gonna pass the news onto Joey and Chandler.”","Nudity & bodies — Joey: “(interrupting him) Uh Ross! Are there uh, are there naked chicks on that piece of paper?”",Violence & injury — Ross: “Imagine his consternation when—(sees Monica and Rachel.) Oh bloody hell.”
6,05,0605,The One With Joey’s Porsche,1,3,2,3,10,Preview first — about 10+,Joey's 'hot' apartment neighbor / seduction attempts.,,
6,06,0606,The One The Last Night,1,2,2,2,10,Mild — okay from about 10+,"Sex & hookups — Rachel: “""Oh my God, I can’t find a boyfriend! So I guess I’ll just stumble across the hall and sleep with the first guy I find in there!""”","Alcohol & drugs — Scene: Rachel’s bedroom, Rachel is entering carrying two glasses of wine. She gives one to Phoebe, keeps one, and completely ignores Monica.",
6,07,0607,The One Where Phoebe Runs,1,3,2,3,10,Preview first — about 10+,Paul the wine guy / Rachel's dating; impotence jokes in related arcs nearby seasons.,,
6,08,0608,The One With Ross’s Teeth,1,3,2,3,10,Preview first — about 10+,Monica's parents learn about Chandler; adult partnership talk.,,
6,09,0609,The One Where Ross Got High,2,2,2,2,10,Mild — okay from about 10+,"Ross's sandwich rage — workplace anger meltdown (comic, not graphic).",,
6,10,0610,The One With The Routinue,1,1,3,3,10,Preview first — about 10+,Swearing — Janine: “I just got a call to be a dancer on a television special for New Year’s Eve. It’s called some sort of Dick’n Rock’n Dickie Eve.”,"Alcohol & drugs — Ross: “Wow, Monica’s letting other people help decorate her tree! Did someone get her drunk again or?”","Fat-shaming — Chandler: “Ah, you’re still just a little fat girl inside aren’t you? (He kisses her on the cheek)”"
6,11,0611,The One With The Apothecary Table,1,1,1,1,10,Usually fine — about 10+,"Alcohol & drugs — Joey: “Oh, but hey look, at least let us bring the wine.”",,
6,12,0612,The One With The Joke,1,2,1,2,10,Mild — okay from about 10+,"Sex & hookups — Ross: “Well, I was going to stick it in the ATM, but now I think I’ll show the sexy teller that I am a published writer.”","Nudity & bodies — Joey: “Whoa-whoa-whoa. Jokes? You guys know they have naked chicks in there, right?”",
6,13,0613,The One With Rachel’s Sister,1,3,1,3,10,Preview first — about 10+,Sex & hookups — Chandler: “Don’t take this personally okay? It’s just that I just can’t have sex with a sick person.”,"Nudity & bodies — To start this task, she lowers the top of her robe to reveal that she is naked from the waist up, well at least her back is, and starts to rub on the gunk.","Slut-shaming — Rachel: “Yeah well, I’m-I’m a slut.”"
6,14,0614,The One Where Chandler Can’t Cry,1,4,2,4,13,Skip for under 13,Adult sexuality jokes run through side plots (high sex-term density in dialogue).,Joey/Thanksgiving turkey slapstick is mild by comparison.,
6,15-16,0615-0616,The One That Could Have Been,1,3,2,3,10,Preview first — about 10+,Proposal episode — romantic climax; adult commitment themes.,,
6,17,0617,The One With The Unagi,3,3,2,3,10,Preview first — about 10+,"Sex & hookups — Joey: “No-no! I used to get paid for all kinds of medical stuff, remember? Let’s see uh, well I don’t want to donate sperm again.”","Nudity & bodies — Joey: “And of course, crotchless panties.”","Violence & injury — Joey: “(To Ross) I really prefer doing that at the home office y’know? (Ross nods his head.) Ooh-ooh, maybe they want like some of my blood or-or spit or something, huh?”"
6,18,0618,The One Where Ross Dates A Student,1,3,2,3,10,Preview first — about 10+,Ralph Lauren underwear campaign; body/sex-appeal comedy.,,
6,19,0619,The One With Joey’s Fridge,1,4,2,4,13,Skip for under 13,Joey and Rachel almost kiss; sexual tension becomes explicit plot.,,
6,20,0620,The One With Mac and C.H.E.E.S.E.,3,2,3,3,10,Preview first — about 10+,Sex & hookups — Joey: “And what?! Did you sleep with her?!”,"Nudity & bodies — Rachel: “(on the phone) Monica, I’m quitting! I just helped an 81 year old woman put on a thong and she didn’t even buy it!”","Violence & injury — Suddenly Ross jumps up from behind the counter armed with a plastic gun. By the way, he’s overacting too."
6,21,0621,The One Where Ross Meets Elizabeth’s Dad,2,3,2,3,10,Preview first — about 10+,Sex & hookups — Monica: “Yeah! That’s why I’m sleeping with him on the side.”,"Porn / strippers / sex work — Joey: “But I got to act with a robot Pheebs, and-and I don’t know anything about technology! I can’t even use Chandler’s computer except to find porn! And-and that’s only ‘cause it’s right there when you turn it on!”","Violence & injury — Everyone claps and cheers, Joey mimics looking about with a gun."
6,22,0622,The One Where Paul’s The Man,1,3,3,3,10,Preview first — about 10+,Sex & hookups — Joey: “(nodding knowingly) Now you’re thinking you gotta sleep with him.”,"Swearing — Phoebe: “Oh! Here it is! (Noticing it next to the door.) Ooh, Joey! Why did you sign it, ""Son of a bitch?"" (Son of a bitch is written across the entire picture.)”","Alcohol & drugs — Scene: Paul’s Cabin, Paul and Rachel are sitting on the couch drinking wine and talking."
6,23,0623,The One With The Ring,1,2,2,2,10,Mild — okay from about 10+,Sex & hookups — Paul: “Are you talking about having sex?”,"Nudity & bodies — Rachel: “Okay, hold on real quick, hold on a second let me just uh, (sits on the counter and buttons her sweater to show some cleavage) get a little more comfortable here. Wait, now wait a second, this isn’t too revealing is it?”","Swearing — Rachel: “Well, you’re lucky you never met that bitch Sharon Majesky. Anyway, umm… The rest of you life, y’know? Any regrets?”"
6,24,0624,The One With The Proposal,1,3,2,3,10,Preview first — about 10+,Monica and Chandler's wedding plans; binge drinking at bachelor/ette setups later.,,
7,01,0701,The One With Monica’s Thunder,1,3,2,3,10,Preview first — about 10+,"Sex & hookups — Rachel: “Oh wow. That—y’know what? That is so unfair. Y’know what? Now I want to steal your thunder! Come on Ross, let’s go have sex!”","Nudity & bodies — Chandler: “Young! You’re a man-child okay?! Now go get changed because everybody’s ready and please, oh please, keep my underwear!”","Alcohol & drugs — Scene: Monica, Chandler, and Phoebe's, Chandler, Joey, Rachel, and Phoebe are standing around the table drinking champagne as Ross enters."
7,02,0702,The One With Rachel’s Book,1,3,2,3,10,Preview first — about 10+,Rachel's sister Jill flirts with Ross — inappropriate attraction jokes.,,
7,03,0703,The One With Phoebe’s Cookies,1,4,2,4,13,Skip for under 13,"Sex & hookups — Monica: “Sweetie, I think the glasses look great. They make you look really sexy.”",Porn / strippers / sex work — Stripper or strip-club material shows up in the plot.,Violence & injury — Rachel: “Am I getting through to you sailor?! (She punctuates each word by slapping him on the forehead.)”
7,04,0704,The One With Rachel’s Assistant,1,2,1,2,10,Mild — okay from about 10+,"Sex & hookups — Ross: “Now, I know what you’re thinking, Chandler’s not the type of guy who just goes to bars and makes out with girls, and you’re right, Chandler’s not the type of guy who just goes to bars and makes out with…girls.”",Nudity & bodies — Phoebe: “I don’t know. I don’t know. I can’t lie to him again. Oh no I—no! I’m just gonna press my breasts up against him.”,"Alcohol & drugs — Ross: “Ohh! Ohh! In college, Chandler got drunk and slept with the lady who cleaned our dorm!”"
7,05,0705,The One With The Engagement Picture,1,3,2,3,10,Preview first — about 10+,Phoebe runs / stalking-adjacent crush comedy with police officer.,,
7,06,0706,The One With The Nap Partners,1,2,3,3,10,Preview first — about 10+,"Sex & hookups — Joey: “No, one man for the rest of my life? I don’t know if I can do it! This means I’ll never get to sleep with Joey!”","Nudity & bodies — Phoebe: “Okay, I can’t believe that Monica and Chandler are getting married. I remember talking about this day with Rachel while we were showering together, naked. (Raises her glass and drinks.)”","Swearing — Chandler: “No, see the thing is I want to get out of here before Joey gets all worked up and starts calling everybody bitch.”"
7,07,0707,The One With Ross’s Book,1,2,2,2,10,Mild — okay from about 10+,"Nudity & bodies — Rachel: “Oh good. (She walks to the closed bathroom door, opens it, and finds a naked woman wrapped in a towel.) Ahhh! My God, sorry! (She closes the door and confronts Joey.)”","Affairs / cheating — Joey: “Hey, don’t start judging me! (To Rachel) Huh? You’re the one who’s in love with her assistant! (To Phoebe) Huh? And you, you’re the one having the affair with the guy who keeps the pigeons on the roof!”","Alcohol & drugs — Rachel: “Look Joey, come on she’s so perfect for you! I mean she’s sweet, she-she likes baseball, and she-she had two beers at lunch.”"
7,08,0708,The One Where Chandler Doesn’t Like Dogs,1,3,2,3,10,Preview first — about 10+,"Rachel's sister Amy; family dysfunction, pregnancy jokes later seasons.",,
7,09,0709,The One With All The Candy,3,3,2,3,10,Preview first — about 10+,"Sex & hookups — Rachel: “Oh Monica come on, y’know I don’t sleep with guys on the first date!”","Nudity & bodies — Rachel: “When asked if you take initiative I wrote, ""Yes, he was able to unhook my bra with minimal supervision,"" and under Problems with Performance I wrote, ""Dear God, I hope not,"" and then…”","Porn / strippers / sex work — Joey: “Boy I tell ya, this little talent came in handy before I could afford porn.”"
7,10,0710,The One With the Holiday Armadillo,3,1,2,3,10,Preview first — about 10+,"Suicide & self-harm — Phoebe: “Yeah, oh, ""Your mom probably won't kill herself,"" y’know?”",,
7,11,0711,The One With All The Cheesecakes,2,2,2,2,10,Mild — okay from about 10+,"Sex & hookups — Joey: “Hey, you can cancel plans with friends if there is the possibility for sex!”","Violence & injury — Ross: “(To Monica) Stop saying, ""Blood"" to strangers.”",Swearing — Ross: “That bitch! (He gets up and they go over to ambush Frannie. Monica taps on Frannie’s shoulder.)”
7,12,0712,The One Where They’re Up All Night,1,3,2,3,10,Preview first — about 10+,Chandler's stripper bachelor surprise; strip-club energy.,,
7,13,0713,The One Where Rosita Dies,3,1,3,3,10,Preview first — about 10+,"Violence & injury — “(Mimes putting a gun to his head, pulling the trigger, and splattering his brain on the”","Suicide & self-harm — Scene: The telemarketing office, Phoebe is still trying to talk Earl out of suicide.","Swearing — Rachel: “…(She tries pulling on the back of the chair, until the hinge breaks and the back falls off.) You bitch!”"
7,14,0714,The One Where They All Turn Thirty,1,2,3,3,10,Preview first — about 10+,"Nudity & bodies — Rachel: “Okay, but taking care of a drunk, naked woman seems like a job for Joey.”",Swearing — Rachel: “So what?! Y’know what? The way I see it—(Phoebe pulls out a hair from the back of her head)—Ow! Son of a bitch!!”,Alcohol & drugs — He goes out into the hall and finds a very drunk Monica lying up against Joey and Rachel’s door.
7,15,0715,The One With Joey’s New Brain,1,3,2,3,10,Preview first — about 10+,Joey and Rachel's kiss (they act on attraction).,,
7,16,0716,The One With The Truth About London,1,3,2,3,10,Preview first — about 10+,Fallout of Joey/Rachel kiss; adult romantic conflict.,,
7,17,0717,The One With The Cheap Wedding Dress,1,1,1,1,10,Usually fine — about 10+,Nudity & bodies — Megan: “We met with him. Did he show you the photos of the nude wedding he did?”,,
7,18,0718,The One With Joey’s Award,1,3,1,3,10,Preview first — about 10+,"Sex & hookups — Monica: “No, a guy would be saying, ""I’m never gonna get to sleep with anyone else."" Oh my God!”",Suicide & self-harm — Monica: “The woman that got married a bunch of times and killed herself when you were 13?”,
7,19,0719,The One With Ross and Monica’s Cousin,1,3,2,3,10,Preview first — about 10+,Chandler's missing stripper 'party favor' confusion — stripper hired for party.,,
7,20,0720,The One With Rachel’s Big Kiss,1,3,2,3,10,Preview first — about 10+,Sex & hookups — Main-cast women kissing is used as a sitcom gag.,"Alcohol & drugs — Rachel: “Yeah, it was senior year in college. It was after the Sigma Chi luau and Melissa and I got very drunk! And we ended up kissing! For several minutes!”",
7,21,0721,The One With The Vows,1,4,1,4,13,Skip for under 13,Sex & hookups — Chandler: “Okay! Okay! Okay! You win! You win!! I can't have sex with ya!”,Nudity & bodies — Explicit body / sex-act language appears in dialogue.,
7,22,0722,The One With Chandler’s Dad,1,3,2,3,10,Preview first — about 10+,Chandler's dad in Vegas-style showgirl costume at wedding events.,,
7,23,0723,The One With Chandler and Monica’s Wedding,1,3,2,3,10,Preview first — about 10+,Wedding; Rachel learns she's pregnant (sex consequence becomes season arc).,,
7,special,07outtakes,Friends: The Stuff You’ve Never Seen,1,3,2,3,10,Preview first — about 10+,"Sex & hookups — Cut to Monica and Chandler's, Sick Monica is trying to entice Chandler to have sex with her.","Nudity & bodies — Cut to Monica’s restaurant kitchen, it’s the episode where Joey is working as a waiter at Monica’s restaurant. Joey is patting her breast from when she set it on fire.","Alcohol & drugs — Cut to Monica and Chandler's, Monica is throwing a party. Joey is talking to Ross about the bad audition he just had while pouring booze onto a snow cone."
8,01,0801,"The One After ""I Do""",1,4,2,4,13,Skip for under 13,Who is the father? Rachel's pregnancy reveal — sex as central plot.,,
8,02,0802,The One With The Red Sweater,1,4,2,4,13,Skip for under 13,Ross is the father; flashbacks to the night they slept together.,,
8,03,0803,The One Where Rachel Tells…,2,3,2,3,10,Preview first — about 10+,"Sex & hookups — Ross: “Yeah, I need uh… I’m just—I don’t know—I don’t understand, umm, how this happened? We-we used a condom.”","Violence & injury — Monica: “Yeah, but I’m the only one related by blood.”",
8,04,0804,The One With The Videotape,1,3,2,3,10,Preview first — about 10+,Video of childbirth class / pregnancy body humor.,,
8,05,0805,The One With Rachel’s Date,2,2,3,3,10,Preview first — about 10+,"Porn / strippers / sex work — Chandler: “You know me sir. Oh ah, I do have a question for ya. Do you know how I get around the office computer network so I can access the really good Internet porn?”","Suicide & self-harm — Phoebe: “You can’t fire him and dump him the same day, he’ll kill himself.”",Swearing — Phoebe: “Okay. But the question is who’s gonna go first. ‘Cause whoever goes second is the bitch.”
8,06,0806,The One With The Halloween Party,1,3,2,3,10,Preview first — about 10+,Halloween pregnancy costumes; body jokes.,,
8,07,0807,The One With The Stain,1,4,2,4,13,Skip for under 13,Couple may have had sex on a table Monica and Chandler buy — gross-out sex joke.,Pregnancy / stain misunderstandings.,
8,08,0808,The One With The Stripper,1,5,3,5,16,Heavy — skip for under 16,Chandler's bachelor-party stripper (elderly stripper gag).,Stripper stays in their lives; sex-work comedy is the A-plot.,
8,09,0809,The One With The Rumor,1,3,2,3,10,Preview first — about 10+,Rachel's baby shower; pregnancy intimacy discussion.,,
8,10,0810,The One With Monica’s Boots,2,3,1,3,10,Preview first — about 10+,Sex & hookups — Joey: “Well obviously this is a mistake! You can’t be pregnant! Because you have to have sex to get pregnant!”,Violence & injury — Monica: “I can’t do that either! The soles’ are already a little scuffed up and the insides are filled with my blood.”,
8,11,0811,The One With Ross’ Big Step Forward,2,4,2,4,13,Skip for under 13,"Sex & hookups — Phoebe: “Umm, he’s here to have sex with you.”","Nudity & bodies — Rachel: “I think, if it was a little colder in here I could see your nipples”",Porn / strippers / sex work — Stripper or strip-club material shows up in the plot.
8,12,0812,The One Where Joey Dates Rachel,2,2,3,3,10,Preview first — about 10+,"Sex & hookups — Joey: “You sure are naming a lot of ways to postpone sex, I’ll tell ya…”","Nudity & bodies — date! Although, I have a hint of morning sickness, and I’m wearing underwear that","Violence & injury — you had to, if you had to, who would you punch?"
8,13,0813,The One Where Chandler Takes a Bath,1,3,1,3,10,Preview first — about 10+,Sex & hookups — Chandler: “Sex on the balcony?”,"Nudity & bodies — Chandler: “Honey, it’s not the bath I enjoy, it’s the wet, naked lady.”","Affairs / cheating — greatest love affair of their lives! And they would have me to thank, and we could all"
8,14,0814,The One With The Secret Closet,1,3,2,3,10,Preview first — about 10+,Monica and Chandler try to conceive — timed sex schedule comedy.,,
8,15,0815,The Birthing Video,1,3,2,3,10,Preview first — about 10+,More trying-to-get-pregnant sex scheduling.,,
8,16,0816,The One Where Joey Tells Rachel,1,2,1,2,10,Mild — okay from about 10+,"Sex & hookups — Ross: “Sure, because women never like Joey. Y’know, I think he’s a virgin.”",Alcohol & drugs — Joey: “Oh now—Hey Ross-Ross! Do you wanna-wanna come in for a beer or something?”,
8,17,0817,The One With The Tea Leaves,1,2,2,2,10,Mild — okay from about 10+,"Nudity & bodies — Rachel: “Ew, was Chandler naked? Sort of like a, like a ring toss kind of situation?”","Alcohol & drugs — Rachel: “Well I’ll tell ya! (Pause) See uh my-my boss and his wife—They-they can’t have children. So umm, and that—we were at the Christmas party, and he got drunk, and he said to me, ""Rachel, I want to buy your baby.""”",
8,18,0818,The One In Massapequa,1,3,2,3,10,Preview first — about 10+,Birthing video / graphic birth discussion for Rachel.,,
8,19,0819,The One With Joey’s Interview,1,5,2,5,16,Heavy — skip for under 16,"Sex & hookups — Joey: “See I'm comin' to fix the copier, I can't get to the copier, I'm thinkin' what do I do, what do I do…so I just watch 'em have sex.”","Nudity & bodies — Joey: “Check it out. (He turns around, pulls down his pants, and shows Phoebe that he’s got panties on.) How much of a man am I?!”",Porn / strippers / sex work — Porn / adult-channel plot is part of this episode.
8,20,0820,The One With The Baby Shower,1,4,3,4,13,Skip for under 13,"Sex & hookups — Chandler: “Well Joey, I’m a headhunter. I hook up out of work Soviet scientists with rogue third-world nations. Hi Rasputin! (Waves.)”","Nudity & bodies — Mrs. Green: “Darling, that’s a breast pump!”",Porn / strippers / sex work — Stripper or strip-club material shows up in the plot.
8,21,0821,The One With The Cooking Class,1,3,2,3,10,Preview first — about 10+,Phoebe and Mike romance; adult dating.,,
8,22,0822,The One Where Rachel Is Late,1,4,2,4,13,Skip for under 13,"Sex & hookups — Phoebe: “Oh I-I don’t know about that. No, I think that if the two of you had sex the-the-the repercussions would be catastrophic.”","Nudity & bodies — Phoebe: “Until then, General Grant, why don’t you set up camp (She puts the bill in her bra) right there.”",
8,23,0823,The One Where Rachel Has A Baby,1,3,2,3,10,Preview first — about 10+,"Rachel gives birth — labor scenes, medical intimacy.",,
9,01,0901,The One Where No One Proposes,1,3,2,3,10,Preview first — about 10+,Joey tells Rachel he loves her in the hospital — romantic intensity postpartum.,,
9,02,0902,The One Where Emma Cries,1,4,2,4,13,Skip for under 13,Ross and Charlie (grad student) — professor/student attraction begins later; early S9 dating.,,
9,03,0903,The One With The Pediatrician,2,4,1,4,13,Skip for under 13,Nudity & bodies — Explicit body / sex-act language appears in dialogue.,"Violence & injury — Joey: “(To Mike) Hey, remember the one where I punch you in the face for not being cool?!”","Alcohol & drugs — Joey: “No, no, that's not what I meant. Let's get you a cocktail.”"
9,04,0904,The One With The Sharks,1,4,2,4,13,Skip for under 13,Sex & hookups — “before yeah we had sex on this couch and then on that chair and no. no we”,"Porn / strippers / sex work — Chandler: “(enters singing) Oklahoma where the wind comes sweeping down the plane, STOP IT! Why couldn't they have sent me to Texas? 7 o clock maybe I'll hit the gym (sits down) who am I kidding pay-per-view porn.”","Alcohol & drugs — Monica: “: Im very, very drunk right now.”"
9,05,0905,The One With Phoebe's Birthday Dinner,2,4,3,4,13,Skip for under 13,"Sex & hookups — Monica: “Well, I�ll tell you what we�re gonna do: We are already late for Phoebe�s birthday dinner, so you point out put out that cigarette, we�re gonna put this fight on hold and go have sex.”","Nudity & bodies — Phoebe: “Ooh, and treat it is. (Monica�s breasts.)”",Violence & injury — Phoebe: “Are you kidding? The woman has the nose of a bloodhound � and the breasts of a Greek goddess.”
9,06,0906,The One With The Male Nanny,2,4,2,4,13,Skip for under 13,"Sex & hookups — David: “Yeah, I-I don't, I can't get away with stuff like that. I-I-It sounded sexy in my head, so I...”",Nudity & bodies — Explicit body / sex-act language appears in dialogue.,Violence & injury — Chandler: “Joey realises they also should laugh and punches Ross.”
9,07,0907,The One With Ross's Inappropriate Song,1,3,2,3,10,Preview first — about 10+,Emma's first Christmas; mostly mild — babysitter panic.,,
9,08,0908,The One With Rachel's Other Sister,1,4,3,4,13,Skip for under 13,Rachel and Joey become a couple — sex implied as relationship starts.,,
9,09,0909,Rachel's Phone Number,1,4,2,4,13,Skip for under 13,Phoebe finds Mike and David triangle; romantic/sexual choice plot.,,
9,10,0910,The One With Christmas In Tulsa,1,3,2,3,10,Preview first — about 10+,Sex & hookups — Chandler and Joey give Monica a pack of condoms.,Nudity & bodies — Monica: “We're gonna see each other naked.”,Alcohol & drugs — Chandler: “How drunk are you?”
9,11,0911,Rachel Goes Back To Work,1,4,3,4,13,Skip for under 13,Rachel and Joey try to tell Ross; sexual relationship secrecy.,,
9,12,0912,Phoebe's Rats,1,4,2,4,13,Skip for under 13,Sex & hookups — Main-cast women kissing is used as a sitcom gag.,Porn / strippers / sex work — Joey: “Fine ... mediocre porn”,Alcohol & drugs — Monica: “Wouldn't kick her out of bed. No more Vodka for me! (put her glass down)”
9,13,0913,Monica Sings,1,3,2,3,10,Preview first — about 10+,Monica's 'hot' pot dealer cousin? Actually massage/donor arcs nearby — check donor episode.,,
9,14,0914,The One With the Blind Dates,3,3,2,3,10,Preview first — about 10+,"Sex & hookups — Chandler: “You guess I'm right? When we stayed at that bed and breakfast, you wouldn't have sex with me because you thought a deer was staring through the window.”","Nudity & bodies — Ross: “Hey, you're not naked! So hey, Rach, when will we expect to see you tonight?”","Violence & injury — Rachel: “And oh, she's also in this phase where if you leave the room, she screams bloody murder, but ah...”"
9,15,0915,The Mugging,3,3,2,3,10,Preview first — about 10+,"Sex & hookups — Lennart: “If you want to sleep with him, do it on your own time.”","Porn / strippers / sex work — Monica: “Wow, that's a big cable bill! Huh, you don't have a job, but you have no problem ordering porn… on a Saturday afternoon?! (shocked) I was in the house!”",Violence & injury — Mugger: “I have a gun (It looks like he has a gun under his coat)”
9,16,0916,The One With The Boob Job,1,4,2,4,13,Skip for under 13,Sperm donor / fertility clinic — explicit reproduction talk for Monica/Chandler.,,
9,17,0917,The One With The Memorial Service,1,4,2,4,13,Skip for under 13,Sex & hookups — Chandler: “The tall girl who wouldn't sleep with you?”,"Porn / strippers / sex work — Ross: “You've really crossed the line here, but that's okay, it's ok 'cause I'm on my way to buy some Photoshop software and a stack of gay porn. That's right! Your coming out is about to get real graphic.”","Alcohol & drugs — Monica: “You know, on the way over here, I saw this drunk guy throw up. And then a pigeon ate it!”"
9,18,0918,The one with the lottery,1,3,2,3,10,Preview first — about 10+,Lottery ticket / roommate stress — milder.,,
9,19,0919,The one with Rachel's dream,1,4,2,4,13,Skip for under 13,Rachel and Joey's relationship awkwardness around Ross; intimacy comedy.,,
9,20,0920,The One With The Soap Opera Party,1,4,3,4,13,Skip for under 13,Joey and Rachel break up after realizing it doesn't work — sex/romance heavy.,,
9,21,0921,The one with the fertility test,1,3,2,3,10,Preview first — about 10+,Charlie and Ross; professor dating a student (power-dynamic concern).,,
9,22,0922,The one with the donor,1,3,2,3,10,Preview first — about 10+,Phoebe's wedding planning; adult commitment.,,
9,23-24,0923-0924,The one in Barbados,1,3,2,3,10,Preview first — about 10+,Phoebe and Mike marry in the street; Charlie/Joey/Ross romantic reshuffle.,,
10,01,1001,The One After Joey And Rachel Kiss,1,3,2,3,10,Preview first — about 10+,Ross and Charlie continue; Joey dates Charlie — romantic musical chairs.,,
10,02,1002,The One Where Ross Is Fine,1,3,2,3,10,Preview first — about 10+,Ross's paleontology grant / Charlie intimacy.,,
10,03,1003,The One With Ross' Tan,1,3,2,3,10,Preview first — about 10+,Joey's agent / sex-comedy side plots typical late series.,,
10,04,1004,The One With The Cake,2,4,2,4,13,Skip for under 13,"Sex & hookups — Ross: “Yeah, we want everyone to be there. As much as I hate to delay your doing weird sex stuff to my little sister.”",Nudity & bodies — Explicit body / sex-act language appears in dialogue.,"Violence & injury — Phoebe: “Oooh, I love family traditions like that. When uhm... when Ursula and I were kids, on our birthday, our stepdad would sell his blood to buy us food!”"
10,05,1005,The One Where Rachel's Sister Baby-sits,1,3,2,3,10,Preview first — about 10+,Phoebe's police officer husband jokes; mild.,,
10,06,1006,The One With Ross' Grant,1,1,3,3,10,Preview first — about 10+,"Swearing — Chandler: “(sounds nervous) Yeah! I... I... I liked it! (Joey continues to look at him suspiciously) But, ehm... my bosses didn't go for it. Stupid sons of bitches!”",,
10,07,1007,The One With The Home Study,1,2,2,2,10,Mild — okay from about 10+,Book of recipes / Thanksgiving — among the milder late episodes.,,
